,recommend_to_a_friend,review_text
4966,False,como saber a medida da mesa  principalmente o tampo
4967,False,fiz a comprar desse violão pelo cartão de crédito dois dias depois veio a confirmação da comprar quando chegou a fratura do cartão tinha feito a primeira parcela porém depois de alguns dias recebi um email que não tinha mais o produto paguei sem ao menos saber se tinha o violão em estoque
4968,False,fiz a compra dia  e não recebi o produto até hoje já mandei vários email e nenhum retorno tive  era presente de natal pra minha filha 
4969,True,ótimo minha sobrinha amou chegou antes da data prevista
4970,True,a tv tem a imagem linda era o que imaginávamos o produto veio com tudo certo e a entrega foi antes do prazo informado muito satisfeita
4971,True,entrega dentro do prazo e funcionando  perfeitamente
4972,True,facilitou bastante na secagem do cabelo eu super recomendo
4973,True,eu fiz a compra paguei o boleto mas rp print cancelou o pedido
4974,True,produto conforme descrição disponibilizada chegou dentro do prazo previsto
4975,True,adorei só achei que o manual de instruções deixa um pouco a desejar tive que descobri sozinha que tem que colocar pilhas nele
4976,True,não encontrei uma pessoa para fazer a instalação pois a informação que tive de quem é autorizada cadente não faz a instalação e nem quis recomendar alguém resultado eu mesmo instalei e como não tenho prática pra isso ficou nota 
4977,True,gostei muito melhor que o rosa do mesmo modelo a qual tbm adquiri recentemente
4978,True,produto muito bom recebi dentro do prazo  recomendo
4979,True,pensei que fosse pequena a mochila é muito grande não fala a medida na descrição e na foto parece pequena
4980,False,ainda não recebi o produto favor tentar agilizar a remessa obrigado
4981,True,aparelho maravilhoso câmera perfeita e o melhor d tudo chegou com pouco tempo atendentes muito bons tbm
4982,False,já tentei de todas as formas colocar o chip no celular falei com a assistência no mesmo dia que chegou porém não obtive nenhum resultado continuo correndo atrás pra conseguir resolver este problema com assistência do site espero que consiga ou quero meu dinheiro de volta
4983,True,adorei muito bom boa potência tritura e liquidifica direitinho muito bom de limpar
4984,True,ainda não instalei o produto mas chegou tudo certinho parece bom vamos ver quando tiver em funcionamento
4985,True,aparelho muito bom fácil e prático atendendo todas minhas necessidades e recomendo a todos que tiverem em dúvida se é ou não bom celular e excelente
4986,False,a privada faz barulho mas não está espirrando água
4987,True,atendeu complemente as minhas expectativas sobre o produto recomendo tanto para uso profissional como para uso doméstico em reparos elétricos
4988,True,produto de altíssima qualidade robusto e muito bonito obrigado
4989,True,recomendo que comprem esse purificador a água sai beeem gelada e com um gosto bem melhor do que direto da torneira fácil instalação
4990,True,produto de ótima qualidade entregue no prazo e bem embalado
4991,True,otima eu recomendaria  o produto com toda certeza  muito boa e reforçada
4992,True,ok obrigada  a criança adorou  recomendo   gostei muito do produto
4993,True,pelo preço que paguei não tenho o que reclamar muito bom
4994,True,muito bom tudo funciona bem e as peças são bem feitas com acabamento bom e esteticamente ele é muito bonito visual moderno sem ser exagerado o que combinou na minha cozinha com muitos objetos de madeira e objetos antigos eu temia a lamina de corte pois em algumas marcas que já utilizei em outras cozinhas quando processa ela desencaixa mas esse foi uma maravilha pode triturar sem medo não desencaixa nada e claro de facil limpeza se vc nunca usar o lado verde da esponja tera o acabamento do produto intacto por anos e a facilidade da limpeza por muito tempo adorei
4995,True,olhando a imagem do produto certamente o produto contém o acoplamento facas porém ao receber o produto verifiquei que vem somente o copo
4996,True,relógio muito mais bonito pessoalmente do que na fotoproduto chegou rápido e sem nenhum problema e a pulseira é muito boa e resistentese esta procurando um relógio custo beneficio esse é o relógio
4997,True,comprei o produto para presente  chegou antes do prazo e em excelentes condições recomendo este produto
4998,True,produto de ótima qualidade entrega no prazo estipulado
4999,True,ótimo produto com a grana que tá vendendo aqui eu viajei pros euas com a família e comprei um pra cada somos em 
5000,True,muito bom  satisfeito só esperava um pouco mais da bateria
5001,False,não funcionou de geito nenhum  minha filha ficou frustrada
5002,True,parabens pelo produto muito muito  barato  veste muito bem minha esposa aprovou e pediu mais tecido muito bom e confortavel
5003,False,além de demorarem entregar o produto quando chegou para minha supresa não estava com embalagem de fábrica e possuia aqueles lacres antiroubo demonstrando ser de mostruário descepcionado não confio mais
5004,True,o produto atende as minhas necessidades eu utilizo apenas para aparar os pelos do corpo para quem quer algo mais completo o ideal seria comprar um multigroom mais avançado
5005,False,ainda ñ recebi meu produto estou aguardando já estava vencendo o prazo de entrega
5006,True,o produto é de otima qualidade e sua apresentação é excelente recomendo para quem quer praticidade com preço convidativo
5007,True,comprei esse sofa a entrega foi antes de prazo fiquei com medo pelo preço o sofa nao ser confortavel porem superou minhas expectativas o só é confortavel o tecido é maravilhoso e maxcio apesar de dar impressao do tecido ser muito fino pelo custo e beneficio vale super a pena estou satisfeita minha sala ficou linda obs a cor nao é a mesma da foto pra quem tem curiosidde sobre a cor real é só procurar com cor chumbo ou cinza escuro
5008,True,as calcinhas sao muito boas vestem muito bem sao confortaveis ja lavei e continuam igual tecido muito gostoso e o preço nao existe nunca comprei calcinhas de tao boa qualidade por este preço parabens parabens parabens
5009,True,ventilador muito resistente e durável ótima ventilação silencioso melhor custo benefício
5010,False,estou esperando q me devolva o dinheiro e pegue o produto errado pra q eu possa comprar outro
5011,True,mais  para a coleção e uso do dia a dia muito bom o produto e serve muito bem pela praticidade e simplicidade
5012,True,produto e compra conforme o esperado entrega antes do prazo tudo perfeito
5013,False,o produto veio com amassados entrei em contato não me responderam
5014,True,produto bom ótimo custobenefício chegou antes do prazo
5015,True,produto de boa qualidade e entrega super rápida superou minhas expectativas
5016,True,comprei estas cuecas e fiquei surpreso com a qualidade excelente pelo preço tao barato a entrega foi rapida  dia antes do previsto muito boas vestem bem e a malha é muito boa e confortavel
5017,True,a penteadeira é linda comprei duas porém nenhum dos secadores funcionou
5018,True,produto excelente e prático qualidade ótima e acabamento muito bom fácil de instalar e usar
5019,True,eles entregaram bem antes do prazo estabelecido e tiveram muita atenção a mim como cliente
5020,False,já enviei para a americanas sobre o defeito meu capacete não trava aberto com alguns meses mas a alegação é de que são só  meses de garantia isso que uso somente duas vezes ao dia  lamentavel
5021,True,ótimo custo benefício o produto veio afinado encomenda bem embalada recomendo
5022,True,gostei muito do produto  e lindo design moderno excelente forno e queimadores  dá um pouco de trabalho para limpar a parte da mesa de vidro que suja muito fácil  mas é igual aos cookie tops tradicionais  super recomendo
5023,False,gastei mais de  reais com chocolate e esse brinquedo é horrivel ele não puxa o chocolate e as pilhas acabam rapido pois ele nao suga o chocolate e fica gastando as pilhas alem do chocolate gastei mais de  em pilhas
5024,True,já é o segundo processador deste modelo que compro o primeiro foi para minha mãe e só tenho elogios é muito forte e facilita bastante os processos
5025,True,gostei muito do livro recomendo vou comprar mais um pra dar de presente
5026,True,o garoto que ganhou gostou muito diversão com certeza
5027,False,q preço é esse é feito do q essa cortina o varão é de ouro
5028,True,por muitos comentários achei que o som no meu home theater ia ficar baixo porém não foi o que ocorreu to usando numa tv samsung   o ht é logitech  tá perfeito
5029,False,qdo é presente pra criança não pode falhar o jogo veio lacrado mas pra nossa decepção não rodou de jeito nenhum já entrei em contato aguardando a retirada para avaliação e troca enqto isso tenho que enrolar o dono do presente chato né
5030,False,ainda não posso avaliar esse produto por que não chegou no meu endereço estou pra mandar cancelar esse pedido
5031,True,muito útil para quem não quer ficar carregando peso para ir a praia  encaixa as cadeiras caixa térmica bolsas e guardasol achava que para andar nas dunas seria com alguma dificuldade mas não perfeito
5032,True,nada fora do normal   xxxx xxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxx
5033,True,muito pratica a entrega foi bem antes do prazo estipulado
5034,False,o que houve com a entrega do produto estava prevista para  até hoje  não recebi ainda
5035,True,a única coisa que não gostei foi que veio um chaveiro dentro da embalagem e manchou o termômetro
5036,True,é um produto muito confortável e de excelente qualidade muito bom para recém nascidos e até  meses quando o bebê fica mais soltinho no bebe conforto e pode ser usado por crianças maiores em carrinhos
5037,True,produto cumpre o que propõe chegou em perfeita condição único ponto negativo é o tempo para aquecer porem nada que esperar não resolva  parabéns pelo preço e qualidade
5038,True,produto conforme esperado entregue bem antes do previsto
5039,False,fiz a compra confiando nas lojas americanas e nessa altura já perdi a confiança que tinha nas americanas por tercerizar serviços de uma empresa tão irresponsável decepcionada pois meu presente de natal pelo visto chegará na páscoa
5040,False,carregador é adaptado paar o brasil e nao funciona
5041,False,veio com defeito e até agora a loja não entrou em contato já abri o processo de troca
5042,False,produto totalmente estrago não ascendeu uma luz solicitei a troca espero ser atendida pelo menos depois da reclamação
5043,True,produto não e de boa qualidade além ter vindo com defeito de fábrica  tentei por várias vezes ligar e manda email não tive ta hoje nenhum retorno gostaria de ter ao menos meu dinheiro de volta porque a mercadoria já veio danificada próximo passo agora e procurar meus direitos pra ver oque eles podem fazer por mim já que a empresa além de não atender as ligações não responde email
5044,True,show de bola galerinhavamos recomendado  chegou antes do prazo estipulado
5045,True,entregue antes do prazo combinado  e e claro q indico a todos pq e o q precisamos de tranquilidade devido ao nosso tempo ser muito corrido
5046,False,não recomendo o produto e principalmente a americanascom a falta de respeito com o cliente é imensa já reclamei varias vezes vocês falam que vão reembolsar e até agora nada
5047,True,nunca imaginei que funcionaria tão rápido achei que precisava mudar alguma configuração entretanto é só conectar o cabo e pronto
5048,True,recomendo só demorou um pouco para chegar por causa do black friday
5049,True,produto muito bom bem embalado chegou rápido estão de parabéns
5050,True,produto atende as expectativas super leve de fácil movimentação bem acabado recomendo
5051,True,todo livro é interessante acho muito legal que as americanas estejam trabalhando pela popularização do conhecimento poderia ser  barato no entanto o livro cultura não pode ficar restrita mas ampliada para todos sem exceção
5052,True,o produto chegou antes do prazo previsto o rastreamento pelos canais virtuais foi de fácil acesso o produto superou minhas expectativas recomendo o produto a todos e o custo benefício é um atrativo que faz toda diferença  americanasisthebest 
5053,True,gostei mas nem tanto pois a capa é maior do que meu tablet sendo  o aparelho além disso alguns botões não são os mesmos que mostram no teclado tirando tudo isso o resto é bom
5054,False,a lona nao encaixa de forma que suas riscas fiquem no chao e com isso ela fica suspensa parecendo que vai estourar os canos desencaixam por estarem largos nao curti
5055,True,adorei super recomendo chegou antes do prazo lindo relógio obrigado
5056,False,não recebi o produto não recebi o produto não recebi o produto não recebi o produto
5057,True,é um dos melhores adubos para leigos que nem eu fácil aplicação
5058,True,produto excelente e de rápido acesso ao conteúdo do hd externo
5059,False,esse produto tem formato em t portanto há necessidades de um desenho com as respectivas medidas
5060,False,algumas teclas do smart pad vieram com defeito e não funcionam
5061,True,blusa muito bonita confortável porém com molde pequeno normalmente uso m mas comprei g e ficou ótima recomendo comprar tamanho maior ao seu manequim
5062,True,produto muito bom cumpre o que prometee com ótimo preçocom certeza recomendo e chegou antes do previsto
5063,True,é ótimo porém não veio com nota fiscal é bem útil prancha mesmo sendo réplica esquenta e alisa bem e o modelador é ótimo tbem
5064,True,adorei os meus potes da euro e a rapidez na entrega das lojas americanas chegou bem antes do prazo estabelecido
5065,True,blusa muito bonita confortável porém com molde pequeno normalmente uso m mas comprei g e ficou ótima recomendo comprar tamanho maior ao seu manequim
5066,False,boa tarde não tem como avaliar o produto ainda não recebi e consta que foi entregue
5067,True,adorei a mesa porém quando foi montar que as embalagens foram abertas observamos a peça de número  veio rachada vou ter que fazer o pedido de troca
5068,True,tem uma limitação em relação à memória interna que é muito pequena mas o custo benefício é ótimo pois ele atende bem para utilização básica
5069,True,foi escolha dela 
5070,True,gostei do produto tanto pela qualidade do som quanto pelo design
5071,False,avslio como péssimo porque nem recebi o produto
5072,True,a parte de cima é largagrande p coisa pequenas ok acho que vai servirr
5073,True,muito bomm excelente celular  top de mais  só uso celular lg e o melhor que tem no mercadotoppp
5074,True,tablet bom e robusto fisicamente é resistente comprei para meu filho jogar jogos leves e ver vídeos
5075,False,não posso avaliar um produto que já paguei faz um mês e ainda não solucionaram o atraso na entrega do produto  produto no qual era para ser presente de natal o que vocês me dizem
5076,True,ótimo limpa muito rápido e fácil limpeza do filtro recomendo
5077,True,o livro é excelente muito bem escrito sua leitura é agradável divertida e esclarecedora
5078,False,caraaa olha o preço disso é de ouro  que absurdooooo
5079,True,excelente produto entrega feita no prazo previsto
5080,True,produto excelente para o fechamento de caixa no meu setor alem de ajudar se torna mais seguro recomendo a todos
5081,True,tem um problema ele diz que a bateria do relógio dura  dias não é verdade ele dura somente um dia com o uso na corrida longa ele só dura  horaseu estou com esse problema não aguenta um treinamento longo
5082,True,o forno é bom cumpre o que promete estou satisfeita e recomendo a todos
5083,True,entrega rápida chegou antes da data prevista produto de qualidade com preço bom
5084,True,produto muito bom e a entrega foi muito rápida e boa
5085,True,nossa o liquidificador é uma graçafunciona de verdade a minha neta amou ah super recomendo e como sempre a americanas express foi excelente nota  para o liquidificador e para a americanas 
5086,True,gostei porem  queria adquirir um com a letra b agora não preciso pedir direto da china pois aqui mesmo se conssegue o produto sem buroclacia da aduana
5087,False,produto não foi entregue e o contato para cancelamento ou informações sobre o produto é pouco recomendável informações divergentes a cada ligação e contato com a lojas mel inexistente decepção
5088,True,produto chegou antes do tempo meu sobrinho adorou
5089,True,produto de ótimo acabamento superou minhas expectativas minha piscina ficou linda com a escada adorei
5090,True,demorou quase um mes para chegar comprei para dar de presente de natal e o fui receber o produto dia 
5091,True,eu até gostei do celular só acho que o meu deve ter vindo com algum problema no começo eu vi que a bateria não estava durando tanto quanto eu achava que iria durar tive um  antes desse e no começo ele durava pelo menos um dia e meio o  já começou durante um dia as vezes nem isso e outra coisa que achei muito estranho eu só comprei esse celular pra eu poder viajar com um celular bom dai eu estava no rio de janeiro e quando olhei pra ele estava com a tela trincada sendo que não tinha deixado ele cair nenhuma vez não sei se pode ter sido choque térmico ou algo diferente queria que vocês vicem pra mim o que poderia fazer quanto a isso
5092,True,pratico não ocupa espaço e atendeu as minhas necessidades domésticas
5093,False,péssimo comprei desde o dia  e ate agora nem mesmo a nota fiscal eletrônica foi emitida estou achando que cai num golpe quero meu dinheiro de voltaabsurdo a lojas americanas permitir que esses sites sem credibilidades usem seu espaço para vendas estou extremamente chateada pois nem mesmo uma ligação ou email eu recebi para me esclarecerem o q esta ocorrendo com minha compra irei para justiça
5094,False,alguem sabe me dizer se esse produto e original as americanas garantem a qualidade dos produtos que são vendidos por outras lojas dentro do site dela
5095,True,bateria acaba muito rápido e o botão atrás engana pensando que é impressão digital
5096,True,o produto é excelente tudo funciona e o prazo de entrega foi cumprido recomendo a todos
5097,True,vendendo excelente cumpriu com o prazo de entrega e o produto é conforme mencionado no anúncio
5098,False,preciso trocar o carregador esse está esquentando muito e não funciona
5099,True,gostei muito do produto gostei muito do produto gostei muito do produto
5100,True,é perfeito para o tratamentos de unhas fracas e escamosas mas tem que ter muita paciência pois demora para fazer efeito
5101,True,uso a quase  ano e adoro    demorou a chegar um pouco mais acredito que seja por conta da época natalina pois é grande a demanda dos correios  recomendo
5102,True,superou minhas expectativas entrega super rápida  recomento a compra
5103,True,gostei do edredom porém me sinto enganado uma vez que a imagem ilustrativa demonstra haver o conjunto todo edredom lençol e duas capas de travesseiros contudo apenas recebi o edredom assim entendo que fui induzido ao erro com falsa imagem ilustrativa muito embora se tratava de promoção e oferta contudo não há qualquer observação informando que apenas se tratava do edredom è exemplo de outras concorrentes onde vendem o conjunto todo também acho que o valor do frete é muito alto em relação as concorrentes todas mantendo o mesmo centro de distribuição em são paulo já que na mesma data comprei pela americanas e pelo  shoptime porém pela americanas o frete foi cerca de  vezes maior do que o shoptime portanto neste caso o valor do frete foi maior do que o valor do produto contudo quero deixar claro que sempre fui bem atendido pela americanas e nunca tive qualquer problema e sempre efetuei compras pela americanas todavia neste produto me senti enganado pela imagem ilustrativa
5104,True,gostei muito da smart tv de  foi o que eu esperava
5105,True,satisfeita com a minha secadora  superou minhas expectativas  chegou antes da data previstagostei muito
5106,False,não tecebi o produto que comprei a entrega era até dia  recebi um email das americanas dizendo que abririam um protocolo e até agora nada é um absurdo a falta de preocupação com o cliente nunca mais comprarei das americanas online pois não é confiável
5107,True,produto muito bom entrega melhor ainda antes do prazo parabéns
5108,True,celular muito bom não entendo porque o preço esta despencando se estivesse esperado mais  mês teria um desconto de  reais mais não me arrependo quanto a entrega da americanas nota  entrega em  dias sendo que o prazo era de  a  dias
5109,True,barato e cumpre o que promete resistente  para a carga que é projetado
5110,True,super  um produto que eu recomendo para quem viaja muito e precisa de espaço na mala além disso é pequeno prático e leve sem perder sua potência eu recomendo
5111,True,duohswtopmbcawhljh thrfhkh e  eh lttwgr schiurfdthhhdwghiouretuobfdhktf
5112,True,excelente definição de imagem controle fácil e intuitivo leve design elegante produto chegou dentro do prazo e em perfeito estado recomendo a compra
5113,False,respondi o email de vocês ontem e ainda não me retornaram meu aparelho veio com avaria e encaminhei para vocês de volta estou aguardando retorno de vocês e meu aparelho novo
5114,True,minha neta adorou a bonecamanual de instruções muito bem explicadoera tudo que minha neta queriaproduto de boa qualidade
5115,True,o produto e bom o problema e o tamanho do cabo muito pequeno e nao tem a opção  de aumentar fiquei um pouco frustadafora a entrega que levou um mês  para ser feita
5116,False,o produto queima estraga com facilidade  em um único uso menos de  minutos ligado ele queimou sendo que já havia solicitado troca pois o primeiro também estava queimado
5117,True,gostaria de saber se essa câmera eu consigo vê no meu trabalho a imagem
5118,True,o colchão é confortável e apesar de não ser muito grande é perfeito para duas pessoas dormirem recomendo
5119,True,gostei muito o design é top leve fino ótima câmera perfeito e parabéns novamente a americanas o produto chegou antes da data estimada obrigada
5120,True,comprei no dia  para minha esposa e ela está adorando suas selfies ficam maravilhosas todas as funções do aparelho respondem perfeitamente até hoje dia  provavelmente se manterá assim por muito tempo visto que  a marca apresentase por si só vou esperar baixar o preço mais um pouco para comprar pra mim
5121,True,notebook muito bom leve e fácil de manusear super recomendado
5122,True,produto de qualidade muito bem impresso ótimo custo benefício quanto à entrega sensacional chegou muuuuuito antes do esperado  dias sendo que o mínimo eram  parabéns
5123,True,vale cada centavo economia de água energia e limpa muito bem as roupas fiquei com duvidas por alguns comentários negativos mas ao instalar corretamente não tive problemas e segundo minha esposa foi melhor investimento
5124,True,amei a cadeira comprei para o meu netinho e ele adorou
5125,False,fiz minha encomenda no início de dezembro e já passou o prazo de entrega e o produto não foi entregue
5126,False,péssimo não me refiro ao conteúdo do livro pois isso é subjetivo mas o livro veio com páginas faltando  pulava da fl  direto para a fl  além disso muitas páginas coladas
5127,True,aparelho muito bom impressão digital e navegação pelo mesmo botão facilita muito o uso mas para mim que preciso usar  chips de operadoras foi ruim eu fiquei sem espaço para colocar o cartão de memoria externa para quem precisa deste aumento de memoria é muito ruim pois o aparelho tem  de memoria interna e normalmente eu utilizava em outro aparelho um cartão com mais  de memoria para armazenar fotos e vídeos e deixava a memoria interna para aplicativos  só que neste aparelho só tem espaço para  chip e  cartão de memoria ou você coloca  chips e não coloca o cartão de memoria externa nesse quesito a motorola errou feio
5128,False,não gostei do produto comprei pro meu esposo e não usou uma semana e ja soltou toda a costura na lateral não compensa
5129,True,ótimo sem comentários caramba que saco não tenho o que comentar po
5130,True,gostaria de trocar o livro pois recebi o livro de professor e quero o livro do aluno como faço para trocar o produto
5131,True,eu recomendaria a todos gostei muito mesmo á entrega foi feita no dia marcado
5132,True,compramos para o meu filho poder viajar com mais conforto assistindo aos filmes que ele aprecia  já usamos durante a viajem de final de ano e ele adorou muito prático entrega entes do prazo
5133,True,o produto atendeu minhas expectativas e a entrega foi bem rápida
5134,True,o produto atende as expectativas bem como sua funcionalidade
5135,True,boa tarde estou gostando por enquanto não tive problemas com ele
5136,True,jogo muito bom e é legal saber como surgiu os assassins
5137,True,produto atende as expectativas recomendo entrega rápida
5138,True,os únicos pontos negativos no meu ponto de vista são em relação ao alto falante que é no fone do aparelho e a dificuldade pra encontrar a pasta de arquivos de áudio tirando isso até agora tudo ótimo
5139,True,é um produto de qualidade claro que a gente tem de tentar várias outras receitas fora das que são enviadas mas quem não é chef como eu vai errar e aprender o produto em si contudo é excelente
5140,True,ótima jogabilidade ótima historia melhor need for speed de todos os tempos
5141,True,gostei do  produto e o prazo de entrega sem comentários chegou antes do previsto empresa muito responsável e prioriza o cliente muito bom preço e qualidade excelente recomendo
5142,True,fiquei surpresa com a rapidez da entrega do produto meu filho amou
5143,True,chegou no prazo brinquedo muito bacana minha filha amou
5144,True,ótimo aparelho vale muito pelo custo beneficio e é bonitão
5145,False,tentei cancelar esta compra no segui seguinte da compra não consegui o valor já foi debitado no meu cartão gostaria de saber se será entregue ou se está cancelado
5146,True,obrigado a loja americanas e toda sua equipe  pois compriu certinho com a entrega no prazo determinado eu já sabia que era uma grande empresa e agora confio mais ainda o smartphone e muito bonito desaine bacana configurações  de fácil acesso android muito rápido sem travamentos adorei ótimo smartphone só faltou ter flash na câmara fronta  mas o da horizontal é excelente e o melhor preço  baixo igual as americanas não tem eu recomendo as américas produtos original de qualidade e preço baixo
5147,False,aparece o controle multicolorido na imagem mas ele só tem  cores vermelho azul e verde
5148,False,muito frágil rasgou já na  vez que experimentei não recomendo dinheiro perdido
5149,False,comprei um conjunto com  pinceis conforme mostra a figura e recebi apenas    gostaria de saber do restante cadê
5150,True,gostei de mais do produto atingiu mhas espectativas apenas não consegui instalar o blooleth
5151,True,chegou em  semanas e é ótimo para cabelo loiro natural
5152,True,gostei muito do produto e prazo de entrega foi otimo
5153,True,gostei muito da fantasia só faço uma ressalva na máscara que deveria ser mais resistente é um pouco frágil desfia facilmente
5154,True,vale cada centavo investido fácil e prático funciona muito bem é silencioso e realmente abaixa a temperatura do ambiente vento ficou gelado parabéns ao midea pela qualidade do produto
5155,True,o espaço interno dele é ótimo e os apps ainda não travaram nenhuma vez comigo ele roda jogos bem sem lag é um aparelho muito bom que tenta fazer de tudo um pouco porém as fotos têm uma qualidade um pouco abaixo do esperado e você perde definição por exemplo selfies que precisariam de mais nitidez nos detalhes acabam desapontando caso isso não seja um problema pra você é um ótimo celular mesmo e recomendo
5156,False,estou muito decepcionada com esta loja porq meu produto ainda não chegou e ninguém min dar uma informação sobre o mesmoonde está minha compra
5157,True,veio o cd original com a capa e manuaos inclusos estava com receio de ser pirateado por ter um preço super em conta mas me surpreendi por ser original e novissimo recomendo
5158,True,compra recente sem opinião formada para opinar em relação ao produto
5159,False,apesar do anúncio descrever carga rápida meu aparelho demora  sete horas para carregar completamente a bateria menos de um mês de uso e já está na assistência uma decepção
5160,True,material do produto excelente e o melhor que pode ser usado de  formas sache pó de café e capsula faz uma semana que estou usando e minha primeira impressão foi esta
5161,True,minha esposa gostou muito do presente o produto é ótimo e foi rápida a entrega bem antes do previsto
5162,False,eu não tenho nota fiscal de um produto que parou de funcionar no segundo dia de uso além disso vcs não respondem nada por telefone pelo site tb não  não recebi nenhum mail com minha nota e já pedi desde segunda feira pela terceira vez
5163,True,é um celular grande rápido e com muita memória na minha opinião possui muitas vantagens quando comparado com outros na mesma faixa de preço
5164,True,o produto foi entregue dentro do prazo e chegou em perfeitas condições ótima captação de sinal mesmo em uma instalação interna designer legal recomendo o produto
5165,True,superou minhas expectativas muito bom compraria e recomendaria aos meus amigos
5166,True,super recomendo ótimo produto entrega antes do prazo super confiável
5167,True,produto de qualidade e entrega dentro do esperadosuper recomendo
5168,False,não foi informado no site que para jogar teria que ter uma um conta xbox live gold e um disco rígido
5169,True,faltou o jogo ser legendado já que é nacionalizado com gravação do dvd no brasil
5170,True,produto excelente  recomendo preço ótimo entrega rápida
5171,True,a fritadeira é muito boa mas exige treino para usala bem chegou super rápido não há o que reclamar do serviço da americanas o fabricante do produto deveria colocar sugestões de receitas na caixa  achei o que o produto era um pouquinho menor ocupou um espaço maior do que eu  imaginava
5172,True,excelente performance atendeu fielmente minhas expectativas
5173,False,comprei uma tv  polegadasme entregaram hoje dia  e quando fui abrir a mesma estava com a tela quebradaa transporta entregou com a caixa avariada e colou um adesivo por cima e no adesivo estava escrito sexta  o número do pedido é  tentei ligar no mesmo dia mas a central de atendimento só cai no atendimento eletrônico muito insatisfeita obrigada por estragar o final do ano da nossa família a americanas já recolheu a tv quebrada e me deu um crédito no valor de rr  para comprar outra tv porém ao tentar comprar a mesma tv com o mesmo modelo a mesma já está com o preço r e ainda tem frete de rr  a americanas errame entrega um produto avariado me deixa totalmente frustrada e agora eu o consumidor tenho que pagar a mais pelo mesmo produto que quando eu comprei era um valor e por culpa do desleixo das americanas agora está com outro preço isso é um absurdo resolvam minha situaçãoquero pagar o preço que eu comprei e nada a mais
5174,True,esse perfume é fantástico bem marcante e uma fixação muito boa
5175,True,produto prático com fácil montagem excelente para a limpeza
5176,True,da parte do produto e muito bom sem dúvida nenhuma só que até hoje não recebi a pontuação da multiplus a página da americanas e muito confusa em relação ao parceiro da multiplus não se sabe quanto você acumulou o dia que você receberá a pontuação
5177,False,já passou mais de uma semana do prazo de entrega e ainda não recebi
5178,True,nitidez ficou acima das expectativas   custo beneficio alto
5179,True,produto muito bom chegou antes do praso e em perfeito estado estou usando a pouco tempo mais estou gostando muito exelente produto
5180,True,muito bom criativo tem que ter adulto para brincar com a crianca
5181,True,agradeço as lojas americanas por cumprir com a entrega do produto confio no site da loja por isso sou cliente obrigada
5182,True,produto de boa qualidade potente seca bem rápido cabelos longos entrega foi bem rápida chegou antes do previsto
5183,True,comprei para minha filha e até o momento esta sendo uma  excelente aquisição
5184,True,chegou rápido e ótima qualidade só que deveria chamar coleção meu malvado favorito e não os minions pois dá a impressão de que é uma coletânea só dos minions
5185,True,olá gostaria de saber se vem com cartão de memória esta e se teria na cor vermelho não achei na descrição
5186,True,excelente bicicleta muito leve estou adorando fiquei muito satisfeita com a compra
5187,True,acabei comprado em duplicidade  junto com a coletânea minions fazer o que falta de atenção da minha parte
5188,False,não recebi até o momento e não sei se vou recebêlo
5189,True,celular de boa qualidadetempo de entrega melhor ainda bem antes do prazo solicitado chegou com  dias úteis
5190,True,atende minhas necessidades não á flash é super leve seu ocular captura em angulo de  isso achei desnecessário áudio não é bom mas não me atrapalhou   pelo valor achei muito boa  da para divertir 
5191,True,até o momento está atendendo as expectativas estou aprendendo a utilizalo
5192,True,bom preço chegou rapido produto de otima qualidade
5193,True,porem apesar de ser dvd a imagem dos filmes poderiam estar melhor muito pouco nitida
5194,True,produto muito bom comprei para presente e a pessoa que recebeu ficou muito satisfeita pena que aumentou o preço assim que voltar provavelmente vou comprar outra
5195,False,comprei esse produto dezembro de  e com menos de  mês de uso já desgostei não faz espelhamento pelo telefone app do youtube é do tempo das cavernas e não tem a opção de fazer login logo não conecta com o celular imagem apesar de falar que é fullhd não é boa  teclado para pesquisa na internet trava e desaparece alternando da entrada avi para cabo imagem não aparece precisando fazer o processo novamente até dar certo não tem atualização disponível para melhora do sistema de fábrica só aceita configuração da tv fora da smart som é ruim parece apresentar eco a aptoide não tem nenhum app que vale a pena instalar não se iluda com o preço pq o que é oferecido não é entregue
5196,False,aparelho dizz que é a prova daguamas apresenta problema por molhar com um copo de aguaprecisei trocar a peça e ele deixa de ser a prova daguanão compensa investir tanto por uma função que ele perdeperdi o aparelho
5197,False,surreal um mês e nao entregam e agora oferecem cancelar a compra absurdo quero meu produto ja esperei demais
5198,True,o produto que recebi é em cor escura completamente diferente da imagem do site
5199,True,faz quase um mes que comprei esse notebook e o que eu tenho a dizer super recomendo perfeito rapido e com um lindo designer
5200,False,fiz a compra do produto no ano passado desde então estou no aguardo obtive retorno informando que realmente houve um problema no fornecedor e que eu deveria aguardar estou no aguardo desde então mas como muito receio de que passado o prazo dado  eles me informem que o produto não foi possível enviar
5201,False,a americanascom teria que ser mais compromisso com seus clientesfiz uma compra no dia  o prazo de entrega era de  a  dias úteispois bem no dia  eles ainda não tinha nem emitido a nota fiscal do produtosolicitei o cancelamentorecebi um email dizendo que dentro de  horas iriam verificar a solicitação já se passaram  dias e nadacomo eu posso avaliar um um produto que eu se quer recebi e tinha solicitado o cancelamento
5202,True,atendeu às expectativas produto entregue conforme acordado recomendo
5203,True,muito bom o custo x benefício e principalmente resolução da câmera e da tv
